creating an lstm...	
missing seed text, using uniform probability over first character	
--------------------------	
b0,On,1,55,0
3,229a,On,1,77,100
3,22e0,Of,1,75,0
3,22e0,On,1,75,100
3,22e0,Of,1,35,0
3,22e0,On,1,47,100
3,22e0,Of,1,68,0
3,22e0,On,1,60,100
3,22e0,Of,1,34,0
3,22e0,On,1,34,100
3,22e0,Of,1,86,0
3,22e0,On,1,88,100
3,2304,Of,1,78,0
3,2304,On,1,77,100
3,2334,Of,1,72,0
3,2334,On,1,72,100
3,2334,Of,1,32,0
3,2334,On,1,34,100
3,2334,Of,1,79,0
3,2334,On,1,75,100
3,2334,Of,1,63,64
3,2334,On,1,31,100
3,2334,Of,1,70,0
3,2334,On,1,81,100
3,2334,Of,1,33,0
3,2334,On,1,36,100
3,2334,Of,1,77,0
3,2334,On,1,79,100
3,2334,Of,1,38,0
3,2334,On,1,39,100
3,2334,Of,1,81,0
3,2334,On,1,84,100
3,235a,Of,1,36,0
3,235a,On,1,48,100
3,235a,Of,1,48,0
3,235a,On,1,44,100
3,2372,Of,1,38,0
3,2372,On,1,38,100
3,2372,Of,1,74,0
3,2372,On,1,82,100
3,2398,Of,1,32,0
3,2398,On,1,41,100
3,2398,Of,1,71,0
3,2398,On,1,70,100
3,2398,Of,1,31,0
3,2398,On,1,41,100
3,2398,Of,1,72,0
3,2398,Of,1,46,0
3,2398,On,1,64,100
3,2398,On,1,62,100
3,23bf,Of,1,67,0
3,23bf,On,1,53,100
3,23bf,Of,1,65,0
3,23bf,On,1,65,100
3,23bf,Of,1,33,0
3,23bf,On,1,43,100
3,23e1,Of,1,47,0
3,23e1,On,1,38,100
3,23e1,Of,1,76,0
3,23e1,On,1,77,100
3,23f4,Of,1,61,0
3,23f4,On,1,74,100
3,23f4,Of,1,34,0
3,23f4,On,1,31,100
3,23f4,On,1,87,100
3,23f4,Of,1,65,0
3,23f8,On,1,79,100
3,2406,Of,1,79,0
3,2406,On,1,80,100
3,245e,Of,1,76,0
3,245e,On,1,75,100
3,245e,Of,1,43,0
3,245e,On,1,44,100
3,247f,Of,1,46,0
3,247f,On,1,34,100
3,247f,Of,1,76,0
3,247f,On,1,72,100
3,247f,Of,1,33,0
3,247f,On,1,33,100
3,247f,Of,1,79,0
3,247f,On,1,79,100
3,249d,Of,1,73,0
3,249d,Of,1,46,0
3,249d,On,1,61,100
3,249d,On,1,54,100
3,24b5,Of,1,39,0
3,24b5,On,1,47,100
3,24e0,Of,1,67,0
3,24e0,Of,1,33,0
3,24e0,Of,1,33,0
3,24e0,On,1,31,100
3,24e0,Of,1,82,0
3,24e0,On,1,79,100
3,2510,Of,1,74,0
3,2510,Of,1,35,0
3,2510,On,1,56,100
3,2510,On,1,79,100
3,253c,Of,1,65,64
3,253c,On,1,62,100
3,2552,Of,1,69,0
3,2552,On,1,63,100
3,2552,Of,1,29,0
3,2552,On,1,33,100
3,2552,Of,1,72,0
3,2552,On,1,77,100
3,2573,Of,1,61,0
3,2573,On,1,60,100
3,2573,Of,1,67,0
3,2573,On,1,66,100
3,2573,Of,1,33,0
3,2573,On,1,49,100
3,2573,Of,1,85,0
3,2573,On,1,80,100
3,2596,Of,1,42,0
3,2596,On,1,34,100
3,2596,Of,1,74,0
3,2596,On,1,75,100
3,25ba,Of,1,34,0
3,25ba,On,1,56,100
3,25ba,Of,1,56,0
3,25ba,On,1,57,100
3,25e7,Of,1,57,0
3,25e7,On,1,51,100
3,2609,Of,1,68,0
3,2609,Of,1,41,0
3,2609,On,1,34,100
3,2609,Of,1,36,0
3,2609,On,1,47,100
3,2620,Of,1,75,0
3,2620,On,1,65,100
3,2620,Of,1,34,0
3,2620,On,1,43,100
3,2620,Of,1,72,0
3,2620,On,1,79,100
3,262e,Of,1,38,0
3,262e,On,1,45,100
3,266a,Of,1,43,0
3,266a,On,1,33,100
3,267a,Of,1,77,0
3,267a,On,1,65,100
3,267a,Of,1,34,0
3,267a,On,1,36,100
3,267a,Of,1,76,0
3,267a,On,1,81,100
3,267a,Of,1,74,0
3,267a,On,1,65,100
3,267a,Of,1,31,0
3,267a,On,1,39,100
3,267a,Of,1,76,0
3,267a,On,1,75,100
3,267a,Of,1,29,0
3,267a,On,1,31,100
3,267a,Of,1,80,0
3,267a,On,1,89,100
3,26af,Of,1,64,0
3,26af,On,1,59,100
3,26af,Of,1,32,0
3,26af,On,1,53,100
3,26d4,Of,1,36,0
3,26d4,On,1,31,100
3,26d4,Of,1,81,0
3,26d4,On,1,89,100
3,271d,Of,1,76,0
3,271d,On,1,74,100
3,271d,Of,1,34,0
3,271d,On,1,43,100
3,2736,Of,1,87,0
3,2736,On,1,84,100
3,2736,Of,1,33,0
3,2736,On,1,32,100
3,2736,Of,1,84,0
3,2736,On,1,79,100
3,2736,Of,1,38,0
3,2736,On,1,39,100
3,2736,Of,1,84,0
3,2736,On,1,85,100
3,275b,Of,1,84,0
3,275b,Of,1,79,0
3,275b,On,1,83,100
3,275b,Of,1,39,0
3,275b,On,1,49,100
3,2784,Of,1,77,0
3,2784,Of,1,38,0
3,2784,On,1,74,100
3,2784,On,1,46,100
3,2798,Of,1,43,0
3,2798,On,1,47,100
3,27b4,Of,1,39,0
3,27b4,On,1,45,100
3,27c6,Of,1,35,0
3,27c6,On,1,49,100
3,27ef,Of,1,76,0
3,27ef,On,1,77,100
3,27ef,Of,1,32,0
3,27ef,On,1,30,100
3,292f,Of,1,37,0
3,292f,On,1,23,100
3,292f,Of,1,80,0
3,292f,On,1,82,100
3,2977,Of,1,67,0
3,2977,On,1,67,100
3,2977,Of,1,57,0
3,2977,On,1,57,100
3,2977,Of,1,46,0
3,2977,On,1,34,100
3,2977,Of,1,77,0
3,2977,On,1,79,100
3,2999,Of,1,46,0
3,2999,On,1,44,100
3,29d,Of,1,67,0
3,29d,Of,1,50,0
3,29d,On,1,49,100
3,29d,On,1,44,100
3,29d,Of,1,32,0
3,29d,On,1,36,100
3,29d,Of,1,49,0
3,29d,On,1,34,100
3,29d1,Of,1,65,0
3,29d1,On,1,65,100
3,29d1,Of,1,36,0
3,29d1,On,1,58,100
3,29fd,Of,1,54,0
3,29fd,On,1,39,100
3,29fd,Of,1,72,0
3,29fd,On,1,79,100
3,2a42,Of,1,46,0
3,2a42,On,1,39,100
3,2a42,Of,1,79,0
3,2a42,On,1,82,100
3,2a53,Of,1,79,64
3,2a53,On,1,77,100
3,2a53,Of,1,35,0
3,2a53,On,1,39,100
3,2a53,Of,1,91,0
3,2a53,On,1,84,100
3,2a85,Of,1,71,0
3,2a85,On,1,74,100
3,2a85,Of,1,39,0
3,2a85,On,1,49,100
3,2a85,Of,1,44,0
3,2a85,On,1,34,100
3,2a85,Of,1,77,0
3,2a85,On,1,73,100
3,2a93,Of,1,80,0
3,2a93,Of,1,75,0
3,2a93,On,1,72,100
3,2a93,Of,1,37,0
3,2a93,On,1,38,100
3,2a93,Of,1,77,0
3,2a93,On,1,79,100
3,2ac8,Of,1,36,0
3,2ac8,On,1,39,100
3,2ac8,Of,1,81,0
3,2ac8,Of,1,61,0
3,2ac8,On,1,77,100
3,2ac8,Of,1,69,0
3,2ac8,On,1,65,100
3,2ac8,Of,1,45,0
3,2ac8,On,1,39,100
3,2ac8,Of,1,82,0
3,2ac8,On,1,79,100
3,2b04,Of,1,82,0
3,2b04,Of,1,72,0
3,2b04,Of,1,34,0
3,2b04,On,1,72,100
3,2b04,On,1,37,100
3,2b26,Of,1,65,0
3,2b26,On,1,65,100
3,2b26,Of,1,42,0
3,2b26,On,1,39,100
3,2b26,Of,1,79,0
3,2b26,On,1,79,100
3,2b4b,Of,1,60,0
3,2b4b,On,1,57,100
3,2b8,Of,1,39,0
3,2b8,On,1,46,100
3,2b8,Of,1,70,0
3,2b8,Of,1,39,0
3,2b8,On,1,33,100
3,2b8,Of,1,92,0
3,2b8,On,1,82,100
3,2cd,Of,1,37,0
3,2cd,On,1,31,100
3,2cd,Of,1,38,0
3,2cd,On,1,57,100
3,2d8,On,1,77,100
3,2d85,Of,1,61,0
3,2d99,On,1,69,100
3,2d99,Of,1,61,0
3,2d99,Of,1,51,0
3,2d99,On,1,61,100
3,2d99,On,1,63,100
3,2d99,Of,1,34,0
3,2d99,On,1,31,100
3,2d99,Of,1,68,0
3,2d99,On,1,67,100
3,2dc7,Of,1,31,0
3,2dc7,On,1,45,100
3,2dd0,Of,1,75,0
3,2dd0,On,1,67,100
3,2dd0,Of,1,50,0
3,2dd0,Of,1,53,0
3,2dd0,Of,1,59,0
3,2dd0,Of,1,66,0
3,2dd0,Of,1,69,0
3,2dd0,On,1,68,100
3,2dd0,Of,1,32,0
3,2dd0,On,1,51,100
3,2dd0,Of,1,96,0
3,2dd0,Of,1,36,0
3,2dd0,On,1,72,100
3,2dd0,Of,1,47,0
3,2dd0,Of,1,45,0
3,2dd0,Of,1,41,0
3,2dd0,Of,1,43,0
3,2dd0,On,1,34,100
3,2dd0,Of,1,83,0
3,2dd0,On,1,77,100
3,2dfb,Of,1,39,0
3,2dfb,On,1,30,100
3,2e1,Of,1,77,0
3,2e1,On,1,82,100
3,2f26,Of,1,74,0
3,2f26,Of,1,68,0
3,2f26,Of,1,34,0
3,2f26,On,1,31,100
3,2f26,Of,1,86,0
3,2f26,On,1,81,100
3,2f5d,Of,1,72,0
3,2f5d,Of,1,54,0
3,2f5d,On,1,67,100
3,2f5d,On,1,50,100
3,2f8d,Of,1,43,0
3,2f8d,On,1,51,100
3,2f8d,Of,1,60,64
3,2f8d,Of,1,51,0
3,2fcd,Of,1,54,0
3,2fcd,Of,1,68,0
3,2fcd,On,1,67,100
3,2fcd,On,1,56,100
3,2fcd,Of,1,48,0
3,2fcd,On,1,38,100
3,2fcd,Of,1,70,0
3,2fcd,Of,1,60,0
3,2fcd,Of,1,31,0
3,2fcd,On,1,34,100
3,2fcd,Of,1,81,0
3,2fcd,On,1,75,100
3,3009,Of,1,51,0
3,3009,On,1,51,100
3,3009,Of,1,81,0
3,3009,On,1,82,100
3,302b,Of,1,34,0
3,302b,On,1,38,100
3,302b,Of,1,81,0
3,3047,Of,1,80,0
3,3047,Of,1,53,0
3,3047,On,1,73,100
3,306a,Of,1,68,0
3,306a,Of,1,59,0
3,306a,Of,1,51,0
3,306a,Of,1,55,0
3,3077,On,1,57,100
3,3077,On,1,59,100
3,308a,Of,1,51,0
3,308a,On,1,36,100
3,308a,Of,1,80,0
3,308a,On,1,89,100
3,30ac,Of,1,50,0
3,30da,On,1,53,100
3,30da,Of,1,36,0
3,30da,On,1,47,100
3,311f,Of,1,48,0
3,311f,On,1,38,100
3,3126,Of,1,37,0
3,3126,On,1,33,100
3,3126,Of,1,84,0
3,3126,On,1,79,100
3,3139,Of,1,57,0
3,3139,On,1,55,100
3,316b,Of,1,37,0
3,316b,On,1,49,100
3,3175,Of,1,74,0
3,3175,On,1,72,100
3,3175,Of,1,45,0
3,3175,On,1,30,100
3,3175,Of,1,77,0
3,3175,On,1,65,100
3,3175,Of,1,34,0
3,3175,On,1,39,100
3,3175,Of,1,71,0
3,3175,On,1,67,100
3,3175,Of,1,38,0
3,3175,On,1,47,100
3,3175,Of,1,83,0
3,3175,On,1,77,100
3,31a4,Of,1,74,0
3,31a4,On,1,66,100
3,31a4,Of,1,43,0
3,31a4,On,1,47,100
3,31a4,Of,1,77,0
3,31a4,On,1,79,100
3,31a4,Of,1,43,0
3,31a4,On,1,31,100
3,31a4,Of,1,79,0
3,31a4,On,1,79,100
3,31a6,Of,1,38,0
3,31a6,On,1,34,100
3,31a6,Of,1,84,0
3,31a6,On,1,89,100
3,31c9,Of,1,54,0
3,31c9,On,1,39,100
3,31de,Of,1,80,0
3,31de,On,1,81,100
3,31e7,Of,1,36,0
3,31e7,On,1,30,100
3,31e7,Of,1,86,0
3,31e7,On,1,82,100
3,3209,Of,1,77,0
3,3209,On,1,74,100
3,3209,Of,1,41,0
3,3209,On,1,49,100
3,322c,Of,1,66,0
3,322c,On,1,65,100
3,322c,Of,1,79,0
3,322c,On,1,79,100
3,322c,Of,1,67,0
3,322c,On,1,71,100
3,322c,Of,1,49,0
3,322c,On,1,24,100
3,322c,Of,1,81,0
3,322c,On,1,89,100
3,3244,Of,1,70,0
3,3244,On,1,65,100
3,3244,Of,1,38,0
3,3244,On,1,35,100
3,3244,Of,1,79,0
3,3244,On,1,86,100
3,3285,Of,1,38,0
3,3285,On,1,55,100
3,3296,Of,1,62,0
3,3296,On,1,51,100
3,3296,Of,1,63,0
3,3296,On,1,69,100
3,3296,Of,1,33,0
3,3296,Of,1,31,0
3,3296,Of,1,37,0
3,3296,On,1,35,100
3,3296,Of,1,85,0
3,3296,On,1,79,100
3,32aa,Of,1,76,0
3,32aa,Of,1,60,0
3,32aa,On,1,87,100
3,32aa,On,1,85,100
3,32ca,Of,1,51,0
3,32ca,On,1,47,100
3,32ca,Of,1,42,0
3,32ca,On,1,39,100
3,32ca,Of,1,74,0
3,32ca,On,1,77,100
3,32e5,Of,1,71,0
3,32e5,On,1,68,100
3,32e5,Of,1,48,0
3,32e5,On,1,39,100
3,32e5,Of,1,76,0
3,32e5,On,1,76,100
3,32e5,Of,1,31,0
3,32e5,On,1,55,100
3,330c,Of,1,58,0
3,330c,On,1,59,100
3,330c,Of,1,31,0
3,330c,On,1,43,100
3,3318,Of,1,65,0
3,3318,On,1,64,100
3,3318,Of,1,47,0
3,3318,On,1,36,100
3,3318,Of,1,57,0
3,3318,On,1,64,100
3,3318,Of,1,45,0
3,3318,On,1,31,100
3,3318,Of,1,74,0
3,3318,Of,1,67,0
3,3318,Of,1,64,0
3,3318,On,1,55,100
3,3318,Of,1,76,0
3,3318,On,1,75,100
3,3318,Of,1,61,0
3,3318,On,1,63,100
3,3318,Of,1,45,0
3,3318,On,1,33,100
3,3318,Of,1,77,0
3,3318,On,1,74,100
3,3326,Of,1,75,0
3,3326,On,1,65,100
3,3326,Of,1,70,0
3,3326,Of,1,58,0
3,3326,On,1,55,100
3,3326,On,1,53,100
3,3326,Of,1,52,0
3,3326,On,1,69,100
3,3326,On,1,61,100
3,3326,Of,1,50,0
3,3326,Of,1,55,0
3,3326,On,1,54,100
3,3326,Of,1,64,0
3,3326,On,1,65,100
3,3326,Of,1,64,0
3,3326,On,1,56,100
3,3326,Of,1,57,0
3,3326,On,1,56,100
3,333,Of,1,63,0
3,333,On,1,65,100
3,333,Of,1,60,0
3,333,On,1,65,100
3,333,Of,1,67,0
3,333,On,1,65,100
3,333,Of,1,49,0
3,333,On,1,47,100
3,3344,Of,1,75,0
3,3344,Of,1,65,0
3,3344,On,1,54,100
3,3344,On,1,54,100
3,3344,Of,1,71,0
3,3344,Of,1,65,0
3,3344,On,1,56,100
3,3344,On,1,57,100
3,3344,Of,1,54,0
3,3344,On,1,57,100
3,3348,Of,1,73,0
3,3348,Of,1,65,0
3,3348,On,1,55,100
3,3348,On,1,50,100
3,3357,Of,1,54,0
3,3361,Of,1,54,0
3,3362,Of,1,57,0
3,3362,On,1,52,100
3,3362,On,1,54,100
3,3372,Of,1,56,0
3,3372,On,1,57,100
3,3386,Of,1,54,0
3,3386,Of,1,66,0
3,3386,Of,1,69,0
3,3386,Of,1,65,0
3,3386,On,1,73,100
3,3386,On,1,65,100
3,3386,Of,1,59,0
3,3386,On,1,55,100
3,3386,Of,1,56,0
3,3386,On,1,56,100
3,3393,Of,1,54,0
3,3393,On,1,53,100
3,339d,On,1,56,100
3,33aa,Of,1,72,0
3,33aa,Of,1,76,0
3,33aa,On,1,52,100
3,33aa,On,1,50,100
3,33c7,Of,1,58,0
3,33c7,On,1,66,100
3,33c7,Of,1,49,0
3,33c7,On,1,46,100
3,33e7,Of,1,71,0
3,33e7,Of,1,54,0
3,33e7,Of,1,66,0
3,33e7,Of,1,65,0
3,33e7,Of,1,67,0
3,33e7,Of,1,69,0
3,33e7,Of,1,67,0
3,33e7,On,1,56,100
3,33e7,On,1,57,100
3,33f,Of,1,69,0
3,33f,On,1,75,100
3,33f,Of,1,66,0
3,33f,On,1,71,100
3,33f,On,1,68,100
3,33f,On,1,74,100
3,33f,On,1,76,100
3,33f,Of,1,45,0
3,33f,On,1,72,100
3,33f,On,1,66,100
3,33f,On,1,75,100
3,33f,Of,1,74,100
3,33f,On,1,77,100
3,33f7,Of,1,75,100
3,33f7,Of,1,65,100
3,3408,On,1,70,100
3,3408,On,1,59,100
3,3408,Of,1,82,100
3,3417,On,1,73,100
3,3417,Of,1,67,0
3,3417,On,1,64,100
3,3417,Of,1,77,0
3,3417,On,1,74,100
3,3417,Of,1,49,0
3,3424,On,1,74,100
3,3424,On,1,59,100
3,3433,Of,1,47,0
3,3433,On,1,52,100
3,344f,Of,1,59,0
3,344f,On,1,55,100
3,3459,Of,1,53,0
3,3459,On,1,59,100
3,3477,Of,1,58,0
3,3477,On,1,59,100
3,3482,Of,1,58,0
3,3482,On,1,59,100
3,3487,Of,1,57,0
3,3487,On,1,54,100
3,349c,Of,1,54,0
3,34bf,On,1,51,100
3,34c6,Of,1,50,0
3,34c6,On,1,54,100
3,34d1,Of,1,52,0
3,34d1,On,1,54,100
3,34e4,Of,1,51,0
3,34f3,On,1,52,100
3,350e,Of,1,54,0
3,3513,On,1,59,100
3,3527,Of,1,60,0
3,3527,Of,1,61,0
3,3527,Of,1,52,0
3,3527,On,1,54,100
3,3527,Of,1,68,0
3,3527,On,1,69,100
3,3527,Of,1,67,0
3,3527,On,1,62,100
3,3527,On,1,68,100
3,3527,On,1,57,100
3,3531,Of,1,58,0
3,3531,On,1,55,100
3,3550,Of,1,61,0
3,3550,Of,1,55,0
3,3550,Of,1,52,0
3,3563,On,1,52,100
3,356e,Of,1,62,0
3,356e,On,1,69,100
3,356e,Of,1,67,0
3,356e,Of,1,63,0
3,358,Of,1,59,0
3,358,On,1,58,100
3,3580,Of,1,54,0
3,3580,Of,1,71,0
3,3580,Of,1,66,0
3,3580,Of,1,73,0
3,3580,Of,1,66,0
3,3580,Of,1,64,0
3,359e,On,1,76,100
3,359e,On,1,77,100
3,359e,Of,1,47,0
3,359e,On,1,48,100
3,35c2,Of,1,74,0
3,35c2,On,1,76,100
3,35c2,Of,1,61,0
3,35c2,On,1,62,100
3,35c2,Of,1,69,0
3,35c2,On,1,54,100
3,35e2,Of,1,49,0
3,35f8,On,1,47,100
3,35fc,Of,1,45,0
3,35fc,On,1,47,100
3,360c,Of,1,67,0
3,360c,On,1,69,100
3,360c,Of,1,64,0
3,3621,Of,1,69,0
3,3621,Of,1,62,0
3,3621,On,1,60,100
3,3621,On,1,67,100
3,363c,Of,1,54,0
3,363c,On,1,50,100
3,364,Of,1,52,0
3,364,Of,1,60,0
3,3640,On,1,49,100
3,3640,Of,1,65,0
3,3640,On,1,69,100
3,3640,Of,1,63,0
3,3640,On,1,66,100
3,3640,Of,1,52,0
3,3640,On,1,49,100
3,3650,Of,1,72,0
3,3659,On,1,68,100
3,3659,On,1,69,100
3,3659,Of,1,65,0
3,3659,On,1,57,100
3,366e,Of,1,65,0
3,3674,On,1,66,100
3,3674,Of,1,49,0
3,3674,On,1,52,100
3,368e,Of,1,49,0
3,368e,On,1,53,100
3,36a4,Of,1,59,0
3,36a4,On,1,56,100
3,36b3,Of,1,51,0
3,36b3,On,1,59,100
3,36ce,Of,1,54,0
3,36ce,On,1,54,100
3,36d9,Of,1,49,0
3,36ec,On,1,54,100
3,36fe,Of,1,51,0
3,36fe,On,1,54,100
3,3702,Of,1,56,0
3,3702,On,1,59,100
3,371c,Of,1,52,0
3,371c,On,1,54,100
3,3722,Of,1,52,0
3,3722,On,1,54,100
3,3728,Of,1,50,0
3,3728,Of,1,65,0
3,3728,Of,1,56,0
3,3728,On,1,67,100
3,3728,On,1,56,100
3,3738,Of,1,57,0
3,3738,On,1,51,100
3,375c,Of,1,66,0
3,375c,Of,1,65,0
3,376a,On,1,54,100
3,376a,On,1,52,100
3,3778,Of,1,50,0
3,3778,Of,1,57,0
3,378,On,1,70,100
3,378,On,1,64,100
3,378,On,1,46,100
3,378,Of,1,49,0
3,378,On,1,45,100
3,379f,Of,1,49,0
3,379f,On,1,49,100
3,37ac,Of,1,47,0
3,37bf,On,1,47,100
3,37e2,Of,1,47,0
3,37e2,On,1,49,100
3,37f6,Of,1,49,0
3,37f6,On,1,47,100
3,37f6,Of,1,49,0
3,37f6,On,1,49,100
3,37f6,Of,1,67,0
3,37f6,Of,1,69,0
3,37f6,On,1,81,100
3,37f6,On,1,71,100
3,37f6,Of,1,67,0
3,37f6,On,1,68,100
3,37f6,Of,1,67,0
3,37f6,On,1,66,100
3,381d,Of,1,47,0
3,381d,On,1,56,100
3,3821,Of,1,50,0
3,3821,On,1,47,100
3,383c,On,1,65,100
3,383c,On,1,69,100
3,3846,Of,1,50,0
3,3846,On,1,54,100
3,385c,Of,1,52,0
3,385c,On,1,50,100
3,3866,Of,1,55,0
3,3866,On,1,55,100
3,387e,Of,1,66,0
3,387e,On,1,69,100
3,387e,Of,1,59,0
3,3889,On,1,54,100
3,389,Of,1,60,0
3,389,Of,1,67,0
3,389,On,1,59,100
3,389,On,1,61,100
3,3897,Of,1,68,0
3,3897,On,1,65,100
3,3897,Of,1,64,0
3,3897,On,1,60,100
3,3897,Of,1,71,0
3,3897,On,1,62,100
3,3897,Of,1,51,0
3,3897,On,1,66,100
3,3897,On,1,59,100
3,3897,Of,1,66,0
3,3897,Of,1,64,0
3,3897,On,1,56,100
3,3897,On,1,63,100
3,38ad,Of,1,52,0
3,38ad,On,1,50,100
3,38bd,Of,1,56,0
3,38bd,On,1,63,100
3,38ce,Of,1,59,0
3,38d0,On,1,56,100
3,38d0,On,1,56,100
3,38e2,Of,1,54,0
3,38e2,On,1,52,100
3,38f7,Of,1,52,0
3,38f7,On,1,54,100
3,390,Of,1,47,0
3,3900,On,1,52,100
3,3916,Of,1,52,0
3,3916,On,1,59,100
3,391c,Of,1,57,0
3,391c,On,1,56,100
3,3927,Of,1,56,0
3,3927,On,1,56,100
3,393d,Of,1,57,0
3,394f,On,1,56,100
3,394f,Of,1,65,0
3,394f,On,1,67,100
3,394f,On,1,69,100
3,397a,Of,1,52,0
3,3982,On,1,56,100
3,3987,Of,1,54,0
3,3987,Of,1,55,0
3,3987,On,1,53,100
3,3987,On,1,52,100
3,3992,Of,1,55,0
3,3992,On,1,55,100
3,39ad,Of,1,58,0
3,39ad,On,1,61,100
3,39ad,Of,1,66,0
3,39ad,Of,1,56,0
3,39ad,On,1,56,100
3,39bb,Of,1,59,0
3,39bb,On,1,59,100
3,39df,Of,1,54,0
3,39df,On,1,52,100
3,39e0,Of,1,52,0
3,39e1,On,1,52,100
3,3a07,Of,1,59,0
3,3a1,Of,1,52,0
3,3a1,On,1,57,100
3,3a1,Of,1,73,0
3,3a1,On,1,65,100
3,3a1,Of,1,60,0
3,3a1,On,1,66,100
3,3a1,On,1,56,100
3,3a1,Of,1,47,0
3,3a1,On,1,49,100
3,3a2,Of,1,50,0
3,3a2,On,1,52,100
3,3a2f,Of,1,52,0
3,3a41,On,1,50,100
3,3a59,Of,1,54,0
3,3a59,On,1,50,100
3,3a7c,Of,1,55,0
3,3a90,On,1,51,100
3,3a9e,Of,1,65,0
3,3aaf,On,1,62,100
3,3ac,On,1,46,100
3,3ac1,On,1,67,100
3,3ac1,On,1,67,100
3,3ac1,Of,1,64,0
3,3ac1,On,1,54,100
3,3acf,Of,1,61,0
3,3acf,On,1,69,100
3,3adb,Of,1,47,0
3,3adb,On,1,54,100
3,3afb,Of,1,52,0
3,3afb,On,1,52,100
3,3b06,Of,1,52,0
3,3b06,On,1,56,100
3,3b12,Of,1,54,0
3,3b12,On,1,52,100
3,3b1d,Of,1,54,0
3,3b1d,On,1,50,100
3,3b26,Of,1,55,0
3,3b26,On,1,52,100
3,3b2b,Of,1,59,0
3,3b56,On,1,55,100
3,3b56,On,1,59,100
3,3b6,Of,1,50,0
3,3b6,On,1,54,100
3,3b65,Of,1,57,0
3,3b65,On,1,68,100
3,3b9f,Of,1,50,0
3,3b9f,On,1,55,100
3,3ba7,Of,1,56,0
3,3ba7,On,1,52,100
3,3bbb,Of,1,59,0
3,3bbb,On,1,50,100
3,3bd0,Of,1,49,0
3,3be7,On,1,52,100
3,3bf6,Of,1,56,0
3,3c0d,On,1,54,100
3,3c28,Of,1,54,0
3,3c3b,On,1,51,100
3,3c50,Of,1,59,0
3,3c50,On,1,58,100
3,3c6,Of,1,80,0
3,3c6,Of,1,77,0
3,3c6,Of,1,50,0
3,3c6,On,1,54,100
3,3c6f,On,1,55,100
3,3c6f,On,1,54,100
3,3c87,Of,1,55,0
3,3c87,On,1,53,100
3,3c9b,Of,1,50,0
3,3c9b,On,1,46,100
3,3ca4,Of,1,66,0
3,3ca4,On,1,65,100
3,3ca4,On,1,49,100
3,3ccf,Of,1,49,0
3,3ccf,On,1,49,100
3,3cd5,Of,1,49,0
3,3cd5,On,1,49,100
3,3ccb,Of,1,49,0
3,3cdb,On,1,47,100
3,3ce3,Of,1,49,0
3,3cf2,On,1,47,100
3,3cf3,Of,1,51,0
3,3cf3,On,1,59,100
3,3d1e,Of,1,54,0
3,3d24,On,1,58,100
3,3d4a,Of,1,59,0
3,3d4a,Of,1,54,0
3,3d4a,On,1,52,100
3,3d57,Of,1,55,0
3,3d57,On,1,56,100
3,3d63,Of,1,58,0
3,3d68,On,1,65,100
3,3d83,Of,1,55,0
3,3d82,On,1,52,100
3,3d90,Of,1,54,0
3,3d90,On,1,49,100
3,3d97,Of,1,50,0
3,3d97,On,1,56,100
3,3da1,Of,1,55,0
3,3db0,On,1,54,100
3,3db0,On,1,61,100
3,3dcb,Of,1,54,0
3,3dcb,On,1,52,100
3,3dd7,Of,1,56,0
3,3dd7,On,1,52,100
3,3de2,Of,1,59,0
3,3ff4,On,1,57,100
3,3ff4,Of,1,56,0
3,3ff4,On,1,54,100
3,3ffc,Of,1,56,0
3,3ffc,On,1,59,100
3,3ffc,Of,1,66,0
3,3ffc,On,1,68,100
3,3ffc,Of,1,66,0
3,3ffc,On,1,69,100
3,3ffc,On,1,65,100
3,4114,Of,1,56,0
3,4114,On,1,59,100
3,4114,Of,1,61,0
3,4114,On,1,54,100
3,4141,Of,1,64,0
3,4141,On,1,67,100
3,4141,Of,1,56,0
3,4141,On,1,56,100
3,4152,Of,1,56,0
3,4152,On,1,54,100
3,4162,Of,1,51,0
3,4162,On,1,57,100
3,4176,Of,1,56,0
3,4176,On,1,61,100
3,4176,Of,1,69,0
3,4176,Of,1,66,0
3,4176,On,1,59,100
3,4176,On,1,59,100
3,4186,Of,1,57,0
3,4186,On,1,61,100
3,4186,Of,1,61,0
3,4186,On,1,67,100
3,4186,On,1,66,100
3,4186,On,1,51,100
3,419b,Of,1,54,0
3,419b,On,1,49,100
3,41a6,Of,1,64,0
3,41a6,On,1,65,100
3,41a6,Of,1,69,0
3,41a6,On,1,69,100
3,41a6,Of,1,48,0
3,41a6,On,1,47,100
3,41b5,Of,1,47,0
3,41b5,On,1,49,100
3,41c8,Of,1,49,0
3,41c8,On,1,49,100
3,41df,Of,1,67,0
3,41df,Of,1,65,0
3,41df,On,1,66,100
3,41df,On,1,67,100
3,41df,Of,1,60,0
3,41df,On,1,59,100
3,4214,Of,1,52,0
3,4214,On,1,49,100
3,422e,Of,1,65,0
3,422e,On,1,65,100
3,422e,Of,1,61,0
3,422e,On,1,67,100
3,422e,Of,1,64,0
3,422e,On,1,51,100
3,422e,Of,1,72,0
3,422e,Of,1,59,0
3,422e,On,1,63,100
3,422e,On,1,58,100
3,4244,Of,1,56,0
3,4244,On,1,54,100
3,4256,Of,1,56,0
3,4256,On,1,52,100
3,426a,Of,1,51,0
3,426a,On,1,60,100
3,4275,On,1,54,100
3,4299,Of,1,56,0
3,4299,On,1,61,100
